openalex_id,level,parent_3,parent_2,parent_1,display_name,journals_count
C138296749,2,,Biology,Ecology,Global citizenship,1
C68312169,2,,Medicine,Psychiatry,Orthopedic surgery,1
C2779509574,2,,Political science,Law,Caste,1
C2776194525,2,,Biology,Cancer research,Glioblastoma,1
C164105321,2,,Art,Humanities,Catalan,1
C2777658100,2,,Biology,Cancer research,Melanoma,1
C2780861071,2,,Mathematics,Geometry,Character (mathematics),1
C2780805685,2,,Economics,Economic growth,Teacher education,1
C543025807,2,,Biology,Biochemistry,Fatty acid,1
C148934300,2,,Philosophy,Linguistics,Phonology,1
C87345402,2,,Economics,Mathematical economics,Analytic hierarchy process,1
C71406770,2,,Mathematics,Mathematics education,Physical education,1
C2780549954,2,,Chemistry,Physical chemistry,Townsend,1
C2781323092,2,,Chemistry,Organic chemistry,Photodynamic therapy,1
C17624336,2,,Medicine,Anesthesia,Glasgow Coma Scale,1
C535291247,2,,Biology,Ecology,Amazon rainforest,1
C2777211547,2,,Geography,Meteorology,Training (meteorology),1
C2780865100,2,,Computer science,Artificial intelligence,Sentience,1
C2777200299,2,,Psychology,Communication,Conversation,1
C11693617,2,,Philosophy,Linguistics,Pragmatics,1
C132215390,2,,Biology,Ecology,Abiotic component,1
C2780564577,2,,Medicine,Dermatology,Psoriasis,1
C2780804531,2,,Engineering,Aerospace engineering,Diesel engine,1
C87555872,2,,Biology,Anatomy,Ultrastructure,1
C26405456,2,,Physics,Astronomy,Cosmology,1
C194969405,2,,Computer science,Artificial intelligence,Virtual reality,1
C519885992,2,,Materials science,Composite material,Fiber,1
C150117547,2,,Biology,Botany,Ecological succession,1
C177264268,2,,Computer science,Programming language,Set (abstract data type),1
C38775462,2,,Economics,Management,Transformational leadership,1
C190062978,2,,Biology,Biochemistry,Cytoplasm,1
C25810664,2,,Philosophy,Epistemology,Ontology,1
C2779251873,2,,Biology,Biochemistry,Cellulose,1
C2780673598,2,,Biology,Genetics,Genetic testing,1
C44280652,2,,Chemistry,Organic chemistry,Phase (matter),1
C13393347,2,,Engineering,Aerospace engineering,Aerodynamics,1
C203005215,2,,Computer science,Artificial intelligence,Machine translation,1
C2780008327,2,,Computer science,Operating system,Laptop,1
C20555606,2,,Economics,Economic growth,Empowerment,1
C17923572,2,,Medicine,Internal medicine,Propensity score matching,1
C2780434240,2,,Engineering,Civil engineering,Urban rail transit,1
C2777552389,2,,Engineering,Aerospace engineering,Course (navigation),1
C2779066055,2,,Biology,Endocrinology,Uterus,1
C2780755047,2,,Biology,Botany,Acari,1
C2992211155,2,,Biology,Agronomy,Grain yield,1
C2779480328,2,,Biology,Physiology,Decompression,1
C2778902805,2,,Engineering,Aerospace engineering,Ablation,1
C2779494336,2,,Medicine,Pathology,Hysterectomy,1
C2780129039,2,,Business,Advertising,Section (typography),1
C156945495,2,,Geography,Cartography,Earthworks,1
C2780955175,2,,Biology,Genetics,Scoliosis,1
C2778764654,2,,Biology,Biochemistry,Pancreas,1
C2779900269,2,,Biology,Astrobiology,Venus,1
C2781015247,2,,Biology,Ecology,Odonata,1
C2980749,2,,Physics,Acoustics,Jazz,1
C2778712887,2,,Engineering,Mechanical engineering,Spring (device),1
C2988805333,2,,Materials science,Composite material,Reinforced concrete,1
C7991579,2,,Political science,Law,Criticism,1
C153823671,2,,Biology,Ecology,Water resources,1
C2777388388,2,,Economics,Labour economics,Wage,1
C74672266,2,,Philosophy,Linguistics,Language acquisition,1
C2779096551,2,,Medicine,General surgery,Hernia,1
C148863701,2,,Political science,Law,Encyclopedia,1
C124017977,2,,Physics,Astronomy,Gravitation,1
C101181784,2,,Psychology,Psychoanalysis,Psychodrama,1
C522695570,2,,Political science,Law,Legal research,1
C2780993040,2,,Geography,Archaeology,National park,1
C2910048773,2,,Biology,Botany,Pinus <genus>,1
C538168058,2,,Political science,Law,Arms control,1
C2779982284,2,,Biology,Genetics,Deformity,1
C113616995,2,,Political science,Law,Nurse education,1
C58874564,2,,Geography,Meteorology,Smoke,1
C202746551,2,,Geology,Geochemistry,Geochronology,1
C81917197,2,,Computer science,Artificial intelligence,Selection (genetic algorithm),1
C2780451532,2,,Economics,Management,Task (project management),1
C2780343019,2,,Philosophy,Linguistics,Bulgarian,1
C3020610715,2,,Medicine,Medical education,Medical science,1
C2779504383,2,,Geography,Archaeology,Autopsy,1
C2780428219,2,,Engineering,Mechanical engineering,Cover (algebra),1
C513153333,2,,Materials science,Composite material,Aluminium,1
C2778754067,2,,Biology,Anatomy,Abdominal wall,1
C196316656,2,,Engineering,Civil engineering,Girder,1
C65059942,2,,Philosophy,Epistemology,Argumentation theory,1
C539932907,2,,Materials science,Metallurgy,Iodine,1
C2777394807,2,,Biology,Botany,Botanical garden,1
C544855455,2,,Medicine,Pathology,Histopathology,1
C67363961,2,,Political science,Law,Information and Communications Technology,1
C97053079,2,,Engineering,Environmental engineering,Water supply,1
C194110935,2,,Political science,Law,Nuclear weapon,1
C184337299,2,,Computer science,Programming language,Semantics (computer science),1
C180205008,2,,Physics,Optics,Amplitude,1
C2778921608,2,,Medicine,Cardiology,Ventricle,1
C2991849723,2,,Biology,Cell biology,Molecular cell biology,1
C103423482,2,,Computer science,Knowledge management,Competitive intelligence,1
C2776249982,2,,Biology,Ecology,Mollusca,1
C2992047133,2,,Medicine,Orthodontics,External fixator,1
C2780640218,2,,Biology,Immunology,Multiple sclerosis,1
C186720457,2,,Philosophy,Epistemology,Consciousness,1
C2780263894,2,,Chemistry,Organic chemistry,Alkyl,1
C2987496018,2,,Philosophy,Linguistics,English language,1
C2780801425,2,,Computer science,Computer network,Construct (python library),1
C2779862049,2,,Biology,Agronomy,Vigna,1
C203663800,2,,Political science,Law,Citizen journalism,1
C2776482104,2,,Biology,Animal science,Breed,1
C2778449503,2,,Political science,Law,Appeal,1
C6422946,2,,Economics,Econometrics,Panel data,1
C2779843651,2,,Computer science,Programming language,SIGNAL (programming language),1
C3019953208,2,,Business,Economic policy,Russian federation,1
C54101563,2,,Physics,Condensed matter physics,Superconductivity,1
C2778272461,2,,Political science,Law,Supreme court,1
C2779370140,2,,Biology,Agronomy,Forage,1
C557433098,2,,Computer science,Operating system,Android (operating system),1
C541664917,2,,Computer science,Computer security,Malware,1
C555175668,2,,Medicine,Cardiology,Angiology,1
C2780906641,2,,Biology,Neuroscience,Ataxia,1
C2778449969,2,,Engineering,Aerospace engineering,Turbine,1
C2779227376,2,,Materials science,Composite material,Layer (electronics),1
C2426938,2,,Medicine,Nursing,Medical prescription,1
C129364497,2,,Computer science,Data mining,Prognostics,1
C121964417,2,,Political science,Law,Tax revenue,1
C522434184,2,,Philosophy,Epistemology,Contemporary philosophy,1
C43521106,2,,Engineering,Mechanical engineering,Pipeline (software),1
C126314574,2,,Biology,Ecology,Air quality index,1
C2986087404,2,,Computer science,Multimedia,Online learning,1
C2776268601,2,,Medicine,Cardiology,Occlusion,1
C2986433049,2,,Geology,Oceanography,Baltic sea,1
C8797682,2,,Computer science,Operating system,XML,1
C543933250,2,,Sociology,Anthropology,Oral tradition,1
C2776257435,2,,Computer science,Computer network,Bandwidth (computing),1
C2781184374,2,,Biology,Anatomy,Elbow,1
C2779651940,2,,Medicine,Internal medicine,Cerebrospinal fluid,1
C2780026642,2,,Biology,Biochemistry,Urine,1
C206345919,2,,Computer science,Computer network,Resource (disambiguation),1
C544956773,2,,Materials science,Metallurgy,Silicon,1
C2776058685,2,,Political science,Law,Crisis communication,1
C2776096895,2,,Biology,Agronomy,Seedling,1
C123575903,2,,Biology,Ecology,Biogeography,1
C21036866,2,,Philosophy,Linguistics,Stress (linguistics),1
C139838865,2,,Sociology,Gender studies,Racism,1
C40018170,2,,Biology,Ecology,Tidal power,1
C2779222958,2,,Biology,Biochemistry,Yeast,1
C141121606,2,,Philosophy,Linguistics,Currency,1
C2776527531,2,,Philosophy,Linguistics,Persian,1
C159078339,2,,Computer science,Artificial intelligence,Hyperspectral imaging,1
C131097465,2,,Engineering,Aerospace engineering,Gas compressor,1
C3018023364,2,,Medicine,Internal medicine,Significant difference,1
C5072461,2,,Engineering,Aerospace engineering,Delta,1
C58754882,2,,Geography,Cartography,Geodetic datum,1
C2778835443,2,,Physics,Astronomy,Northern Hemisphere,1
C24858836,2,,Computer science,Algorithm,Theory of computation,1
C89600930,2,,Computer science,Artificial intelligence,Segmentation,1
C3018603563,2,,Biology,Endocrinology,Postmenopausal women,1
C2777628658,2,,Geography,Archaeology,Cape,1
C2776640315,2,,Political science,Law,Respondent,1
C2779284498,2,,Medicine,Physical therapy,Music therapy,1
C2779422922,2,,Biology,Biochemistry,Stomach,1
C2779295839,2,,Psychology,Developmental psychology,Punishment (psychology),1
C123157820,2,,Geology,Geomorphology,Erosion,1
C25197100,2,,Engineering,Mechanical engineering,Drilling,1
C18823058,2,,Biology,Genetics,Cytology,1
C107706546,2,,Engineering,Mechanical engineering,Heat exchanger,1
C2984309518,2,,Psychology,Criminology,Human trafficking,1
C2776801807,2,,Biology,Botany,Pinus radiata,1
C206139338,2,,Biology,Ecology,Raw material,1
C111366508,2,,Economics,Economic growth,Educational leadership,1
C106306483,2,,Business,Finance,Futures contract,1
C16345878,2,,Mathematics,Geometry,Orientation (vector space),1
C104727253,2,,Biology,Botany,Biological pest control,1
C32909587,2,,Chemistry,Organic chemistry,Molecule,1
C29912816,2,,Philosophy,Linguistics,Sanskrit,1
C2780105426,2,,Geography,Archaeology,Disarmament,1
C85659524,2,,Physics,Astronomy,History of science,1
C86432685,2,,Political science,Law,Commercial law,1
C43450049,2,,Psychology,Psychoanalysis,Psychoanalytic theory,1
C25343380,2,,Computer science,Data mining,Relation (database),1
C2775833480,2,,Political science,Law,Freedom of information,1
C2780625559,2,,Political science,Law,Commercialization,1
C2767350,2,,Computer science,Data mining,Business intelligence,1
C2776460866,2,,Biology,Genetics,Pathogen,1
C2993838110,2,,Medicine,Medical education,Medical school,1
C2780510313,2,,Political science,Law,Institution,1
C170692843,2,,Political science,Law,Legal profession,1
C2779870107,2,,Materials science,Composite material,Quartz,1
C2777575432,2,,Biology,Ecology,Bird migration,1
C179998833,2,,Chemistry,Chromatography,High-performance liquid chromatography,1
C9075549,2,,Geology,Atmospheric sciences,Troposphere,1
C2781227721,2,,Sociology,Gender studies,Aotearoa,1
C2778830712,2,,Biology,Ecology,Nematode,1
C2776864138,2,,Biology,Anatomy,Strabismus,1
C2779777834,2,,Biology,Ecology,Enforcement,1
C2780457584,2,,Biology,Ecology,Phoca,1
C2776409635,2,,Medicine,Gastroenterology,Helicobacter pylori,1
C64543145,2,,Engineering,Aerospace engineering,Intersection (aeronautics),1
C82685317,2,,Biology,Ecology,Pollutant,1
C21788436,2,,Psychology,Developmental psychology,Positive Youth Development,1
C83176761,2,,Engineering,Civil engineering,Induced seismicity,1
C2779598827,2,,History,Ancient history,Ceylon,1
C2777686260,2,,Medicine,Dentistry,Calculus (dental),1
C2780990831,2,,Mathematics,Combinatorics,Conjecture,1
C164304813,2,,Physics,Nuclear physics,Isotope,1
C181654704,2,,Geology,Climatology,Typhoon,1
C2778796999,2,,Political science,Law,Shahid,1
C88862950,2,,Biology,Agronomy,Irrigation,1
C539828613,2,,Political science,Law,Public transport,1
C2781052624,2,,Psychology,Pedagogy,Open education,1
C12590798,2,,Mathematics,Statistics,Replication (statistics),1
C90673727,2,,Mathematics,Geometry,Product (mathematics),1
C2778355321,2,,Physics,Acoustics,Identity (music),1
C106131492,2,,Computer science,Computer vision,Filter (signal processing),1
C2778517922,2,,Biology,Ecology,Particle (ecology),1
C69738904,2,,Business,Finance,Bond,1
C2778519171,2,,Engineering,Chemical engineering,Bioactive glass,1
C130056557,2,,History,Ancient history,Pottery,1
C2780739461,2,,Biology,Agronomy,Compost,1
C518914266,2,,Art,Literature,Romance,1
C206836424,2,,Economics,Economic growth,Social change,1
C8795937,2,,Political science,Law,Discipline,1
C2780871361,2,,Biology,Botany,Rhinotermitidae,1
C81698637,2,,Philosophy,Epistemology,Philosophy of religion,1
C68062652,2,,Political science,Law,Social capital,1
C2780535194,2,,Political science,Law,Open data,1
C83283714,2,,Computer science,Operating system,Supercomputer,1
C2780917455,2,,Biology,Botany,Candida albicans,1
C24245907,2,,Biology,Ecology,Particulates,1
C2777563447,2,,Chemistry,Organic chemistry,Primer (cosmetics),1
C109359841,2,,Sociology,Anthropology,Inclusion (mineral),1
C186644900,2,,Computer science,Artificial intelligence,Parsing,1
C2777113093,2,,Geography,Archaeology,Pedestrian,1
C182348080,2,,Geography,Archaeology,Karst,1
C3020106864,2,,Computer science,Human–computer interaction,Visually impaired,1
C2775842073,2,,Biology,Neuroscience,Positron emission tomography,1
C523419034,2,,Art,Literature,Drama,1
C527648132,2,,Computer science,Computer security,Information security,1
C529099274,2,,Computer science,Artificial intelligence,Comics,1
C68643176,2,,Sociology,Anthropology,Cultural studies,1
C2779548794,2,,Medicine,Dermatology,Antifungal,1
C148609458,2,,Computer science,Embedded system,Nexus (standard),1
C2777581544,2,,Materials science,Composite material,Sintering,1
C190839683,2,,Geography,Archaeology,Train,1
C62799726,2,,Mathematics,Mathematical analysis,Hilbert space,1
C2777736543,2,,Medicine,Anesthesia,Subarachnoid hemorrhage,1
C2780027415,2,,Philosophy,Linguistics,Language change,1
C187155963,2,,Political science,Law,Occupational safety and health,1
C59085676,2,,Materials science,Composite material,Fracture mechanics,1
C53813258,2,,Sociology,Gender studies,Human sexuality,1
C2984708878,2,,Engineering,Construction engineering,Construction industry,1
C41260117,2,,Medicine,Gastroenterology,Hepatology,1
C2994543612,2,,Computer science,Library science,National library,1
C72319357,2,,Geology,Atmospheric sciences,Extratropical cyclone,1
C2776452267,2,,Computer science,Computer security,Secrecy,1
C54516573,2,,Physics,Nuclear physics,Proton,1
C2778958867,2,,Geography,Archaeology,Decree,1
C541104983,2,,Biology,Ecology,Solar energy,1
C2778165595,2,,Medicine,Anesthesia,Resuscitation,1
C2777093970,2,,Biology,Neuroscience,Retina,1
C2778640784,2,,Biology,Anatomy,Ankle,1
C169087156,2,,Geography,Archaeology,Framing (construction),1
C187961010,2,,Physics,Nuclear magnetic resonance,Electron paramagnetic resonance,1
C189807693,2,,Art,Humanities,American studies,1
C2780689630,2,,Computer science,Artificial intelligence,Driving simulator,1
C2776106345,2,,Medicine,Internal medicine,Chronic venous insufficiency,1
C174030287,2,,Environmental science,Soil science,San Joaquin,1
C2777601683,2,,Philosophy,Linguistics,Vocabulary,1
C34974158,2,,Political science,Law,Intellectual property,1
C122783720,2,,Computer science,Programming language,Interpreter,1
C520712124,2,,Art,Art history,Biography,1
C70587473,2,,Psychology,Developmental psychology,Transformative learning,1
C133079900,2,,Mathematics,Combinatorics,Community structure,1
C2778719706,2,,Geography,Archaeology,Local government,1
C97508593,2,,Philosophy,Epistemology,Contingency,1
C124681953,2,,Biology,Ecology,Decomposition,1
C2993788577,2,,Biology,Agronomy,Gossypium hirsutum,1
C2780394083,2,,Biology,Cancer research,Angiogenesis,1
C174613046,2,,Philosophy,Linguistics,Creole language,1
C167055898,2,,Philosophy,Linguistics,Applied linguistics,1
C2779018934,2,,Philosophy,Epistemology,Everyday life,1
C155574463,2,,Chemistry,Organic chemistry,Solubility,1
C48515440,2,,Computer science,Operating system,Fencing,1
C178283979,2,,Political science,Law,Public finance,1
C65414064,2,,Political science,Law,Autonomy,1
C75684735,2,,Computer science,Data mining,Big data,1
C74172769,2,,Computer science,Computer network,Routing (electronic design automation),1
C60048249,2,,Computer science,Artificial intelligence,Syntax,1
C163867264,2,,Business,Accounting,Accounting information system,1
C70777604,2,,Computer science,Artificial intelligence,Word order,1
C112705442,2,,Biology,Bioinformatics,Pharmacokinetics,1
C160022790,2,,Medicine,Psychiatry,Cardiothoracic surgery,1
C105895522,2,,Geography,Archaeology,Steppe,1
C153385146,2,,Physics,Nuclear physics,Radiation,1
C153997805,2,,Biology,Biotechnology,Research ethics,1
C204036174,2,,Geography,Archaeology,Stock (firearms),1
C156778621,2,,Physics,Quantum mechanics,Spectrum (functional analysis),1
C6260449,2,,Physics,Optics,Wavelength,1
C77553402,2,,Mathematics,Mathematical analysis,Upper and lower bounds,1
C77660652,2,,Computer science,Artificial intelligence,Computer graphics,1
C2779345167,2,,Geography,Meteorology,Aerosol,1
C2816523,2,,Geology,Geomorphology,Sediment,1
C140820882,2,,Physics,Mechanics,Vortex,1
C2778163477,2,,Biology,Biochemistry,Cholesterol,1
C81332173,2,,Mathematics,Discrete mathematics,Topological space,1
C149277555,2,,Physics,Astronomy,Daylight,1
C183469790,2,,Computer science,Operating system,Crash,1
C2779687700,2,,Computer science,Computer security,Blockchain,1
C161176658,2,,Biology,Agronomy,Pesticide,1
C41417386,2,,Computer science,Artificial intelligence,Proper noun,1
C2993351451,2,,Medicine,Environmental health,Cigarette smoke,1
C206658404,2,,Engineering,Electrical engineering,Electricity,1
C2777914927,2,,Philosophy,Linguistics,Bosnian,1
C2777935920,2,,Medicine,Anesthesia,Sleep apnea,1
C2777122596,2,,Philosophy,Epistemology,Praxis,1
C197934379,2,,Medicine,Internal medicine,Adverse effect,1
C2776957530,2,,Philosophy,Linguistics,Icelandic,1
C2779263046,2,,Materials science,Composite material,Dentin,1
C163415756,2,,Biology,Endocrinology,Contraction (grammar),1
C2776702143,2,,Economics,Economic growth,Global education,1
C100834320,2,,Geology,Geomorphology,Glacier,1
C2776867660,2,,Economics,Keynesian economics,Depression (economics),1
C2776639550,2,,History,Ancient history,Armenian,1
C15302153,2,,Economics,Economic growth,Employability,1
C2780695682,2,,Physics,Astronomy,Jump,1
C16568411,2,,Biology,Neuroscience,Neurology,1
C119043178,2,,Economics,Econometrics,Covariate,1
C61511704,2,,Mathematics,Geometry,Incidence (geometry),1
C2779581591,2,,Philosophy,Linguistics,Vowel,1
C2776254780,2,,Political science,Law,Fair use,1
C136894858,2,,Geology,Climatology,Sea ice,1
C33566652,2,,Computer science,Operating system,Theme (computing),1
C2776321320,2,,Computer science,Artificial intelligence,Annotation,1
C183778304,2,,Mathematics,Discrete mathematics,Commutative property,1
C2781448156,2,,Materials science,Composite material,Coating,1
C2778334786,2,,Physics,Astronomy,Variation (astronomy),1
C187590223,2,,Physics,Optics,Holography,1
C2778048844,2,,Biology,Immunology,Malaria,1
C3019393901,2,,Computer science,Internet privacy,Open access publishing,1
C2778538500,2,,Physics,Astronomy,Vega,1
C190330329,2,,Physics,Astronomy,Gravitational wave,1
C2778434673,2,,Biology,Anatomy,Anterior cruciate ligament,1
C191908910,2,,Biology,Bioinformatics,Synthetic biology,1
C12505134,2,,Psychology,Psychotherapist,Positive psychology,1
C2781370656,2,,Biology,Botany,Orchidaceae,1
C13184196,2,,Philosophy,Epistemology,Dialectic,1
C149324446,2,,Physics,Classical mechanics,Theory of relativity,1
C180706569,2,,Computer science,Computer security,Cryptocurrency,1
C2780874159,2,,Materials science,Composite material,Lubricant,1
C146088050,2,,Engineering,Chemical engineering,Transmission electron microscopy,1
C2776552463,2,,Biology,Agronomy,Gossypium,1
C175025494,2,,Business,Finance,Interest rate,1
C2778275304,2,,Medicine,Dentistry,Tears,1
C2778541695,2,,Medicine,Anesthesia,Migraine,1
C2779711295,2,,Biology,Botany,Mite,1
C49110097,2,,Engineering,Electrical engineering,Cathode,1
C39410599,2,,Geography,Meteorology,Natural hazard,1
C2780181586,2,,Physics,Astronomy,Spider,1
C29141058,2,,Geology,Climatology,Tropical cyclone,1
C2777617010,2,,Political science,Law,Mainstream,1
C49545453,2,,Engineering,Civil engineering,Urban planning,1
C128758860,2,,Biology,Botany,Woody plant,1
C2780378348,2,,Chemistry,Organic chemistry,Ring (chemistry),1
C44493715,2,,Economics,Economic growth,Adult education,1
C36464697,2,,Computer science,Artificial intelligence,Visualization,1
C45555294,2,,Mathematics,Mathematical analysis,Inequality,1
C2778134817,2,,Medicine,Psychiatry,Hydrocephalus,1
C2777299769,2,,Biology,Ecology,Type (biology),1
C36365805,2,,Physics,Astronomy,Illuminance,1
C2777341132,2,,Computer science,Library science,Medical library,1
C41625074,2,,Biology,Biochemistry,Membrane,1
C179755657,2,,Sociology,Demography,Mortality rate,1
C50379869,2,,Philosophy,Epistemology,Hermeneutics,1
C177986884,2,,Political science,Law,Public law,1
C198783460,2,,Economics,Management,Management system,1
C176933379,2,,Materials science,Composite material,Natural rubber,1
C48580701,2,,Geography,Archaeology,French,1
C160892712,2,,Engineering,Chemical engineering,Fourier transform infrared spectroscopy,1
C161421721,2,,Physics,Astronomy,Light pollution,1
C53991642,2,,Biology,Biotechnology,Biofuel,1
C76737569,2,,Engineering,Aerospace engineering,Propellant,1
C2776036281,2,,Mathematics,Geometry,Constraint (computer-aided design),1
C91306197,2,,Biology,Ecology,Competition (biology),1
C23131810,2,,Medicine,Internal medicine,Observational study,1
C2777202286,2,,Medicine,Internal medicine,Vein,1
C523966790,2,,Biology,Ecology,Animal welfare,1
C516717267,2,,Biology,Food science,Food safety,1
C88160329,2,,Biology,Ecology,Estuary,1
C761482,2,,Engineering,Electrical engineering,Transmission (telecommunications),1
C2777646416,2,,Political science,Law,Digital literacy,1
C510893854,2,,Computer science,Artificial intelligence,Fandom,1
C4937899,2,,Biology,Microbiology,Antimicrobial,1
C2777075537,2,,Biology,Biochemistry,Liver disease,1
C2777768476,2,,Biology,Immunology,Sinusitis,1
C5041995,2,,Engineering,Engineering management,Engineering education,1
C158573231,2,,Philosophy,Epistemology,Pragmatism,1
C2776511800,2,,Biology,Anatomy,Rotator cuff,1
C114938261,2,,Business,Advertising,Signage,1
C2778227246,2,,Biology,Cancer research,Glioma,1
C2778679518,2,,Philosophy,Epistemology,Dialogic,1
C153606108,2,,Political science,Law,Humanism,1
C23130292,2,,Computer science,Algorithm,Differential privacy,1
C104779481,2,,Computer science,Algorithm,Composite number,1
C152630561,2,,Biology,Biochemistry,Nest (protein structural motif),1
C552990157,2,,Biology,Biochemistry,DNA,1
C192209626,2,,Physics,Optics,Focus (optics),1
C133913538,2,,Geography,Meteorology,Thermal comfort,1
C3019025420,2,,Medicine,Surgery,Total hip arthroplasty,1
C89128539,2,,Mathematics,Statistics,Statistic,1
C125411270,2,,Computer science,Artificial intelligence,Encoding (memory),1
C2776780178,2,,Medicine,Internal medicine,COPD,1
C80515813,2,,Business,Finance,Corporate finance,1
C2985379065,2,,Medicine,Surgery,Cervical spine,1
C2780765947,2,,Political science,Law,Administration (probate law),1
C158693339,2,,Physics,Quantum mechanics,Eigenvalues and eigenvectors,1
C120938966,2,,Geography,Cartography,Digital Earth,1
C59427239,2,,Biology,Ecology,Natural gas,1
C147764199,2,,Mathematics,Mathematical optimization,Minification,1
C139676723,2,,Mathematics,Mathematical analysis,Sign (mathematics),1
C95623464,2,,Computer science,Artificial intelligence,Classifier (UML),1
C105698618,2,,Chemistry,Polymer chemistry,Blunt,1
C2993242423,2,,Medicine,Surgery,Burn injury,1
C35512512,2,,Philosophy,Linguistics,Translation studies,1
C89992363,2,,Engineering,Mechanical engineering,Track (disk drive),1
C81885089,2,,Biology,Genetics,Cell culture,1
C2986842804,2,,,,Black sea,1
C116674579,2,,Mathematics,Mathematical physics,Supersymmetry,1
C2776865271,2,,Engineering,Electrical engineering,Industrial and production engineering,1
C137580998,2,,Biology,Agronomy,Crop,1
C147452769,2,,Physics,Classical mechanics,General relativity,1
C2778360550,2,,Biology,Ecology,Transdisciplinarity,1
C37423430,2,,Materials science,Composite material,Hull,1
C75699723,2,,Geography,Archaeology,Buddhism,1
C2781426361,2,,Business,Accounting,Earnings,1
C2989144682,2,,,,Media theory,1
C197046000,2,,Geology,Geomorphology,Snow,1
C97628146,2,,Business,Advertising,Media literacy,1
C2780985876,2,,Biology,Ecology,Eagle,1
C2779363792,2,,Economics,Management,Coaching,1
C82307848,2,,Business,Advertising,Audience measurement,1
C2777914695,2,,Geography,Archaeology,Pneumonia,1
C121087249,2,,Business,Finance,Emerging markets,1
C2781087480,2,,Medicine,Andrology,Sperm,1
C77077793,2,,Biology,Ecology,Abundance (ecology),1
C2776608160,2,,Geography,Archaeology,Natural (archaeology),1
C206991015,2,,Engineering,Electrical engineering,Energy conversion efficiency,1
C141715002,2,,Geography,Archaeology,Martial arts,1
C2992936677,2,,Biology,Botany,Plant biology,1
C195487862,2,,Business,Accounting,Revenue,1
C133386390,2,,Engineering,Electrical engineering,Dielectric,1
C2779089604,2,,Philosophy,Epistemology,Permission,1
C2776698055,2,,Geology,Geochemistry,Crust,1
C203718221,2,,Physics,Acoustics,Sound (geography),1
C2779652256,2,,Biology,Endocrinology,Cerebellum,1
C2992527028,2,,Biology,Botany,Natural enemies,1
C2781127519,2,,Economics,Market economy,Monopoly,1
C121894898,2,,Art,Classics,Slavic languages,1
C541997718,2,,Medicine,Cardiology,Ischemia,1
C2777318892,2,,Computer science,Operating system,Harbour,1
C2776364478,2,,Biology,Immunology,Multiple myeloma,1
C53893814,2,,Computer science,Artificial intelligence,Rule-based machine translation,1
C2779449393,2,,Political science,Law,Human security,1
C183074962,2,,Biology,Cell biology,Developmental biology,1
C93877712,2,,Physics,Optics,Electron microscope,1
C2781403440,2,,Biology,Ecology,Crayfish,1
C2777352838,2,,Philosophy,Epistemology,Excellence,1
C2779304628,2,,Philosophy,Linguistics,Face (sociological concept),1
C2781469039,2,,Chemistry,Organic chemistry,Photosensitizer,1
C171056886,2,,Biology,Cell biology,Regeneration (biology),1
C186027771,2,,Business,Accounting,Valuation (finance),1
C10869588,2,,Art,Classics,Church history,1
C97467695,2,,Computer science,Computer network,ANT,1
C77350462,2,,Medicine,Internal medicine,Confounding,1
C84418412,2,,Computer science,Computer security,Digital forensics,1
C2779361349,2,,Philosophy,Epistemology,Transcendence (philosophy),1
C1668388,2,,Computer science,Data mining,Data management,1
C13384339,2,,Engineering,Architectural engineering,Daylighting,1
C58546491,2,,Economics,Management,Competitive advantage,1
C62112901,2,,Biology,Biochemistry,Cell growth,1
C16635281,2,,Materials science,Composite material,Casting,1
C2780289900,2,,Biology,Agronomy,Broiler,1
C110739175,2,,History,Ancient history,Mosaic,1
C84766238,2,,Biology,Ecology,Crustacean,1
C43211506,2,,Geography,Archaeology,Museology,1
C158600405,2,,Economics,Econometrics,Causal inference,1
C2779820397,2,,Materials science,Nanotechnology,Drug delivery,1
C205845201,2,,Engineering,Civil engineering,Landscape architecture,1
C2777746296,2,,Engineering,Chemical engineering,Apatite,1
C43141900,2,,Biology,Ecology,Environmental education,1
C2992686903,2,,Biology,Endocrinology,Smooth muscle,1
C2984074130,2,,Computer science,Computational science,R package,1
C2776090404,2,,Medicine,Clinical psychology,Recidivism,1
C100776233,2,,Biology,Anatomy,Bridge (graph theory),1
C2781149206,2,,Biology,Anatomy,Atresia,1
C2778818243,2,,Medicine,Ophthalmology,Optical coherence tomography,1
C2776636908,2,,Geography,Archaeology,Public history,1
C2992251426,2,,Business,Business administration,Family business,1
C2776950860,3,,,,Originality,44
C524204448,3,Medicine,Internal medicine,Disease,Infectious disease (medical specialty),27
C100363876,3,Sociology,Demography,Population,Nonprobability sampling,23
C168702047,3,Geography,Archaeology,Islam,Sharia,22
C47446073,3,Computer science,Artificial intelligence,Control (management),Control theory (sociology),18
C555826173,3,Political science,Law,Politics,Democracy,13
C2776235491,3,Biology,Genetics,Cancer,Prostate,12
C530470458,3,Biology,Genetics,Cancer,Breast cancer,11
C3017649214,3,,,,Sri lanka,10
C52859227,3,Chemistry,Physical chemistry,Electrode,Electrochemistry,9
C2777180221,3,Biology,Endocrinology,Diabetes mellitus,Type 2 diabetes,8
C150194340,3,Biology,Biochemistry,Gene,Gene expression,8
C2777688143,3,Biology,Genetics,Pregnancy,Infertility,7
C2780192828,3,Biology,Genetics,Cancer,Prostate cancer,6
C172680121,3,Biology,Genetics,Pregnancy,Fetus,6
